"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","WASTEMUN","TOT","KG_CAP","A","2011",420.216,
"TUR","WASTEMUN","TOT","KG_CAP","A","2012",412.399,
"TUR","WASTEMUN","TOT","KG_CAP","A","2013",407.242,
"TUR","WASTEMUN","TOT","KG_CAP","A","2014",404.38,
"TUR","WASTEMUN","TOT","KG_CAP","A","2015",398.36,
"TUR","WASTEMUN","TOT","KG_CAP","A","2016",422.948,
"TUR","WASTEMUN","TOT","KG_CAP","A","2017",421.283,
"TUR","WASTEMUN","TOT","KG_CAP","A","2018",419.395,
"TUR","WASTEMUN","TOT","KG_CAP","A","2019",419.724,
"GBR","WASTEMUN","TOT","KG_CAP","A","2000",576.241,
"GBR","WASTEMUN","TOT","KG_CAP","A","2001",591.043,
"GBR","WASTEMUN","TOT","KG_CAP","A","2002",598.925,
"GBR","WASTEMUN","TOT","KG_CAP","A","2003",592.313,
"GBR","WASTEMUN","TOT","KG_CAP","A","2004",603.296,
"GBR","WASTEMUN","TOT","KG_CAP","A","2005",582.554,
"GBR","WASTEMUN","TOT","KG_CAP","A","2006",583.331,
"GBR","WASTEMUN","TOT","KG_CAP","A","2007",565.941,
"GBR","WASTEMUN","TOT","KG_CAP","A","2008",537.838,
"GBR","WASTEMUN","TOT","KG_CAP","A","2009",517.399,
"GBR","WASTEMUN","TOT","KG_CAP","A","2010",503.539,
"GBR","WASTEMUN","TOT","KG_CAP","A","2011",485.241,
"GBR","WASTEMUN","TOT","KG_CAP","A","2012",471.334,
"GBR","WASTEMUN","TOT","KG_CAP","A","2013",475.354,
"GBR","WASTEMUN","TOT","KG_CAP","A","2014",475.817,
"GBR","WASTEMUN","TOT","KG_CAP","A","2015",477.907,
"GBR","WASTEMUN","TOT","KG_CAP","A","2016",478.295,
"GBR","WASTEMUN","TOT","KG_CAP","A","2017",463.255,
"GBR","WASTEMUN","TOT","KG_CAP","A","2018",458.526,
"GBR","WASTEMUN","TOT","KG_CAP","A","2019",454.286,
"GBR","WASTEMUN","TOT","KG_CAP","A","2020",456.68,
"USA","WASTEMUN","TOT","KG_CAP","A","2000",783.974,
"USA","WASTEMUN","TOT","KG_CAP","A","2001",767.547,
"USA","WASTEMUN","TOT","KG_CAP","A","2002",774.716,
"USA","WASTEMUN","TOT","KG_CAP","A","2003",771.346,
"USA","WASTEMUN","TOT","KG_CAP","A","2004",788.542,
"USA","WASTEMUN","TOT","KG_CAP","A","2005",780.288,
"USA","WASTEMUN","TOT","KG_CAP","A","2006",783.308,
"USA","WASTEMUN","TOT","KG_CAP","A","2007",774.073,
"USA","WASTEMUN","TOT","KG_CAP","A","2008",755.224,
"USA","WASTEMUN","TOT","KG_CAP","A","2009",725.376,
"USA","WASTEMUN","TOT","KG_CAP","A","2010",737.024,
"USA","WASTEMUN","TOT","KG_CAP","A","2011",733.616,
"USA","WASTEMUN","TOT","KG_CAP","A","2012",728.795,
"USA","WASTEMUN","TOT","KG_CAP","A","2013",731.338,
"USA","WASTEMUN","TOT","KG_CAP","A","2014",735.601,
"USA","WASTEMUN","TOT","KG_CAP","A","2015",741.035,
"USA","WASTEMUN","TOT","KG_CAP","A","2016",752.981,
"USA","WASTEMUN","TOT","KG_CAP","A","2017",749.725,
"USA","WASTEMUN","TOT","KG_CAP","A","2018",810.845,
"CHL","WASTEMUN","TOT","KG_CAP","A","2000",294.629,
"CHL","WASTEMUN","TOT","KG_CAP","A","2001",290.969,
"CHL","WASTEMUN","TOT","KG_CAP","A","2002",296.288,
"CHL","WASTEMUN","TOT","KG_CAP","A","2003",302.991,
"CHL","WASTEMUN","TOT","KG_CAP","A","2004",309.966,
"CHL","WASTEMUN","TOT","KG_CAP","A","2005",315.998,
"CHL","WASTEMUN","TOT","KG_CAP","A","2006",324.736,
"CHL","WASTEMUN","TOT","KG_CAP","A","2007",332.295,
"CHL","WASTEMUN","TOT","KG_CAP","A","2008",335.642,
"CHL","WASTEMUN","TOT","KG_CAP","A","2009",342.262,
"CHL","WASTEMUN","TOT","KG_CAP","A","2010",347.879,
"CHL","WASTEMUN","TOT","KG_CAP","A","2011",356.42,
"CHL","WASTEMUN","TOT","KG_CAP","A","2014",383.564,
"CHL","WASTEMUN","TOT","KG_CAP","A","2015",400.535,
"CHL","WASTEMUN","TOT","KG_CAP","A","2016",396.981,
"CHL","WASTEMUN","TOT","KG_CAP","A","2017",439.729,
"CHL","WASTEMUN","TOT","KG_CAP","A","2018",436.616,
"EST","WASTEMUN","TOT","KG_CAP","A","2000",452.43,
"EST","WASTEMUN","TOT","KG_CAP","A","2001",365.392,
"EST","WASTEMUN","TOT","KG_CAP","A","2002",400.104,
"EST","WASTEMUN","TOT","KG_CAP","A","2003",412.849,
"EST","WASTEMUN","TOT","KG_CAP","A","2004",444.568,
"EST","WASTEMUN","TOT","KG_CAP","A","2005",433.143,
"EST","WASTEMUN","TOT","KG_CAP","A","2006",397.222,
"EST","WASTEMUN","TOT","KG_CAP","A","2007",447.817,
"EST","WASTEMUN","TOT","KG_CAP","A","2008",391.024,
"EST","WASTEMUN","TOT","KG_CAP","A","2009",338.288,
"EST","WASTEMUN","TOT","KG_CAP","A","2010",304.782,
"EST","WASTEMUN","TOT","KG_CAP","A","2011",300.52,
"EST","WASTEMUN","TOT","KG_CAP","A","2012",280.389,
"EST","WASTEMUN","TOT","KG_CAP","A","2013",292.85,
"EST","WASTEMUN","TOT","KG_CAP","A","2014",356.728,
"EST","WASTEMUN","TOT","KG_CAP","A","2015",359.263,
"EST","WASTEMUN","TOT","KG_CAP","A","2016",375.508,
"EST","WASTEMUN","TOT","KG_CAP","A","2017",389.301,
"EST","WASTEMUN","TOT","KG_CAP","A","2018",404.782,
"EST","WASTEMUN","TOT","KG_CAP","A","2019",369.456,
"EST","WASTEMUN","TOT","KG_CAP","A","2020",384.082,
"ISR","WASTEMUN","TOT","KG_CAP","A","2000",667.274,
"ISR","WASTEMUN","TOT","KG_CAP","A","2001",592.422,
"ISR","WASTEMUN","TOT","KG_CAP","A","2002",624.926,
"ISR","WASTEMUN","TOT","KG_CAP","A","2003",612.729,
"ISR","WASTEMUN","TOT","KG_CAP","A","2004",621.902,
"ISR","WASTEMUN","TOT","KG_CAP","A","2005",625.778,
"ISR","WASTEMUN","TOT","KG_CAP","A","2006",632.724,
"ISR","WASTEMUN","TOT","KG_CAP","A","2007",628.583,
"ISR","WASTEMUN","TOT","KG_CAP","A","2008",631.549,
"ISR","WASTEMUN","TOT","KG_CAP","A","2009",632.931,
"ISR","WASTEMUN","TOT","KG_CAP","A","2010",629.308,
"ISR","WASTEMUN","TOT","KG_CAP","A","2011",633.864,
"ISR","WASTEMUN","TOT","KG_CAP","A","2012",635.25,
"ISR","WASTEMUN","TOT","KG_CAP","A","2013",628.571,
"ISR","WASTEMUN","TOT","KG_CAP","A","2014",630.904,
"ISR","WASTEMUN","TOT","KG_CAP","A","2015",636.918,
"ISR","WASTEMUN","TOT","KG_CAP","A","2016",648.837,
"ISR","WASTEMUN","TOT","KG_CAP","A","2017",659.237,
"ISR","WASTEMUN","TOT","KG_CAP","A","2018",675.082,
"ISR","WASTEMUN","TOT","KG_CAP","A","2019",676.021,
"ISR","WASTEMUN","TOT","KG_CAP","A","2020",691.158,
"SVN","WASTEMUN","TOT","KG_CAP","A","2000",513.153,
"SVN","WASTEMUN","TOT","KG_CAP","A","2001",479.345,
"SVN","WASTEMUN","TOT","KG_CAP","A","2002",408.631,
"SVN","WASTEMUN","TOT","KG_CAP","A","2003",419.559,
"SVN","WASTEMUN","TOT","KG_CAP","A","2004",486.984,
"SVN","WASTEMUN","TOT","KG_CAP","A","2005",495.609,
"SVN","WASTEMUN","TOT","KG_CAP","A","2006",517.606,
"SVN","WASTEMUN","TOT","KG_CAP","A","2007",526.85,
"SVN","WASTEMUN","TOT","KG_CAP","A","2008",541.143,
"SVN","WASTEMUN","TOT","KG_CAP","A","2009",525.787,
"SVN","WASTEMUN","TOT","KG_CAP","A","2010",491.303,
"SVN","WASTEMUN","TOT","KG_CAP","A","2011",415.409,
"SVN","WASTEMUN","TOT","KG_CAP","A","2012",361.551,
"SVN","WASTEMUN","TOT","KG_CAP","A","2013",413.641,
"SVN","WASTEMUN","TOT","KG_CAP","A","2014",431.301,
"SVN","WASTEMUN","TOT","KG_CAP","A","2015",447.055,
"SVN","WASTEMUN","TOT","KG_CAP","A","2016",454.554,
"SVN","WASTEMUN","TOT","KG_CAP","A","2017",469.129,
"SVN","WASTEMUN","TOT","KG_CAP","A","2018",485.374,
"SVN","WASTEMUN","TOT","KG_CAP","A","2019",506.223,
"SVN","WASTEMUN","TOT","KG_CAP","A","2020",492.6,
"OECD","WASTEMUN","TOT","KG_CAP","A","2000",543.68,
"OECD","WASTEMUN","TOT","KG_CAP","A","2001",538.522,
"OECD","WASTEMUN","TOT","KG_CAP","A","2002",541.465,
"OECD","WASTEMUN","TOT","KG_CAP","A","2003",536.451,
"OECD","WASTEMUN","TOT","KG_CAP","A","2004",539.27,
"OECD","WASTEMUN","TOT","KG_CAP","A","2005",539.193,
"OECD","WASTEMUN","TOT","KG_CAP","A","2006",540.551,
"OECD","WASTEMUN","TOT","KG_CAP","A","2007",539.932,
"OECD","WASTEMUN","TOT","KG_CAP","A","2008",530.288,
"OECD","WASTEMUN","TOT","KG_CAP","A","2009",520.581,
"OECD","WASTEMUN","TOT","KG_CAP","A","2010",518.865,
"OECD","WASTEMUN","TOT","KG_CAP","A","2011",517.383,
"OECD","WASTEMUN","TOT","KG_CAP","A","2012",511.039,
"OECD","WASTEMUN","TOT","KG_CAP","A","2013",508.261,
"OECD","WASTEMUN","TOT","KG_CAP","A","2014",508.679,
"OECD","WASTEMUN","TOT","KG_CAP","A","2015",511.418,
"OECD","WASTEMUN","TOT","KG_CAP","A","2016",519.476,
"OECD","WASTEMUN","TOT","KG_CAP","A","2017",518.577,
"OECD","WASTEMUN","TOT","KG_CAP","A","2018",534.665,
"OECD","WASTEMUN","TOT","KG_CAP","A","2019",535.24,
"OECD","WASTEMUN","TOT","KG_CAP","A","2020",533.756,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2000",526.886,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2001",523.781,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2002",526.279,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2003",515.84,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2004",511.389,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2005",515.069,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2006",517.661,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2007",520.212,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2008",512.214,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2009",506.468,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2010",501.169,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2011",497.882,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2012",486.604,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2013",480.014,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2014",479.391,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2015",480.984,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2016",494.397,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2017",495.651,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2018",495.317,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2019",500.198,
"OECDE","WASTEMUN","TOT","KG_CAP","A","2020",500.38,
"COL","WASTEMUN","TOT","KG_CAP","A","2003",127.495,
"COL","WASTEMUN","TOT","KG_CAP","A","2004",145.641,
"COL","WASTEMUN","TOT","KG_CAP","A","2005",177.808,
"COL","WASTEMUN","TOT","KG_CAP","A","2006",175.531,
"COL","WASTEMUN","TOT","KG_CAP","A","2007",209.294,
"COL","WASTEMUN","TOT","KG_CAP","A","2008",206.848,
"COL","WASTEMUN","TOT","KG_CAP","A","2009",251.92,
"COL","WASTEMUN","TOT","KG_CAP","A","2010",198.577,
"COL","WASTEMUN","TOT","KG_CAP","A","2011",212.121,
"COL","WASTEMUN","TOT","KG_CAP","A","2012",195.247,
"COL","WASTEMUN","TOT","KG_CAP","A","2013",196.675,
"COL","WASTEMUN","TOT","KG_CAP","A","2014",194.701,
"COL","WASTEMUN","TOT","KG_CAP","A","2015",209.758,
"COL","WASTEMUN","TOT","KG_CAP","A","2016",236.638,
"COL","WASTEMUN","TOT","KG_CAP","A","2017",221.979,
"COL","WASTEMUN","TOT","KG_CAP","A","2018",243.3,
"LVA","WASTEMUN","TOT","KG_CAP","A","2000",269.278,
"LVA","WASTEMUN","TOT","KG_CAP","A","2001",302.286,
"LVA","WASTEMUN","TOT","KG_CAP","A","2002",339.974,
"LVA","WASTEMUN","TOT","KG_CAP","A","2003",301.409,
"LVA","WASTEMUN","TOT","KG_CAP","A","2004",316.106,
"LVA","WASTEMUN","TOT","KG_CAP","A","2005",317.94,
"LVA","WASTEMUN","TOT","KG_CAP","A","2006",341.564,
"LVA","WASTEMUN","TOT","KG_CAP","A","2007",391.667,
"LVA","WASTEMUN","TOT","KG_CAP","A","2008",346.307,
"LVA","WASTEMUN","TOT","KG_CAP","A","2009",351.066,
"LVA","WASTEMUN","TOT","KG_CAP","A","2010",320.995,
"LVA","WASTEMUN","TOT","KG_CAP","A","2011",344.209,
"LVA","WASTEMUN","TOT","KG_CAP","A","2012",317.836,
"LVA","WASTEMUN","TOT","KG_CAP","A","2013",344.263,
"LVA","WASTEMUN","TOT","KG_CAP","A","2014",359.189,
"LVA","WASTEMUN","TOT","KG_CAP","A","2015",399.493,
"LVA","WASTEMUN","TOT","KG_CAP","A","2016",406.464,
"LVA","WASTEMUN","TOT","KG_CAP","A","2017",409.097,
"LVA","WASTEMUN","TOT","KG_CAP","A","2018",407.097,
"LVA","WASTEMUN","TOT","KG_CAP","A","2019",440.758,
"LVA","WASTEMUN","TOT","KG_CAP","A","2020",481.9,
"RUS","WASTEMUN","TOT","KG_CAP","A","2000",354.009,
"RUS","WASTEMUN","TOT","KG_CAP","A","2001",350.511,
"RUS","WASTEMUN","TOT","KG_CAP","A","2002",371.933,
"RUS","WASTEMUN","TOT","KG_CAP","A","2003",380.804,
"RUS","WASTEMUN","TOT","KG_CAP","A","2004",401.32,
"RUS","WASTEMUN","TOT","KG_CAP","A","2005",401.574,
"RUS","WASTEMUN","TOT","KG_CAP","A","2006",424.309,
"RUS","WASTEMUN","TOT","KG_CAP","A","2007",438.821,
"RUS","WASTEMUN","TOT","KG_CAP","A","2008",451,
"RUS","WASTEMUN","TOT","KG_CAP","A","2009",466.568,
"RUS","WASTEMUN","TOT","KG_CAP","A","2010",482.694,
"RUS","WASTEMUN","TOT","KG_CAP","A","2011",481.537,
"RUS","WASTEMUN","TOT","KG_CAP","A","2012",559.498,
"LTU","WASTEMUN","TOT","KG_CAP","A","2000",364.357,
"LTU","WASTEMUN","TOT","KG_CAP","A","2001",378.121,
"LTU","WASTEMUN","TOT","KG_CAP","A","2002",404.99,
"LTU","WASTEMUN","TOT","KG_CAP","A","2003",388.83,
"LTU","WASTEMUN","TOT","KG_CAP","A","2004",372.692,
"LTU","WASTEMUN","TOT","KG_CAP","A","2005",384.949,
"LTU","WASTEMUN","TOT","KG_CAP","A","2006",401.328,
"LTU","WASTEMUN","TOT","KG_CAP","A","2007",415.348,
"LTU","WASTEMUN","TOT","KG_CAP","A","2008",426.093,
"LTU","WASTEMUN","TOT","KG_CAP","A","2009",380.621,
"LTU","WASTEMUN","TOT","KG_CAP","A","2010",400.99,
"LTU","WASTEMUN","TOT","KG_CAP","A","2011",434.352,
"LTU","WASTEMUN","TOT","KG_CAP","A","2012",436.754,
"LTU","WASTEMUN","TOT","KG_CAP","A","2013",425.416,
"LTU","WASTEMUN","TOT","KG_CAP","A","2014",427.478,
"LTU","WASTEMUN","TOT","KG_CAP","A","2015",443.403,
"LTU","WASTEMUN","TOT","KG_CAP","A","2016",440.228,
"LTU","WASTEMUN","TOT","KG_CAP","A","2017",452.105,
"LTU","WASTEMUN","TOT","KG_CAP","A","2018",464.279,
"LTU","WASTEMUN","TOT","KG_CAP","A","2019",477.829,
"LTU","WASTEMUN","TOT","KG_CAP","A","2020",495.888,
"CRI","WASTEMUN","TOT","KG_CAP","A","2010",329.01,
"CRI","WASTEMUN","TOT","KG_CAP","A","2011",358.076,
"CRI","WASTEMUN","TOT","KG_CAP","A","2012",362.201,
"CRI","WASTEMUN","TOT","KG_CAP","A","2013",369.456,
"CRI","WASTEMUN","TOT","KG_CAP","A","2014",372.858,
"CRI","WASTEMUN","TOT","KG_CAP","A","2015",387.185,
"CRI","WASTEMUN","TOT","KG_CAP","A","2016",248.605,
"CRI","WASTEMUN","TOT","KG_CAP","A","2017",255.962,
"CRI","WASTEMUN","TOT","KG_CAP","A","2018",292.433,
"CRI","WASTEMUN","TOT","KG_CAP","A","2019",266.267,
"CRI","WASTEMUN","TOT","KG_CAP","A","2020",286.466,
"CAN","WASTEMUN","TOT","KG_CAP","A","2000",367.538,
"CAN","WASTEMUN","TOT","KG_CAP","A","2002",360.393,
"CAN","WASTEMUN","TOT","KG_CAP","A","2004",387.402,
"CAN","WASTEMUN","TOT","KG_CAP","A","2006",414.023,
"CAN","WASTEMUN","TOT","KG_CAP","A","2008",409.788,
"CAN","WASTEMUN","TOT","KG_CAP","A","2010",408.926,
"CAN","WASTEMUN","TOT","KG_CAP","A","2012",411.064,
"CAN","WASTEMUN","TOT","KG_CAP","A","2014",410.865,
"CAN","WASTEMUN","TOT","KG_CAP","A","2016",412.543,
"CAN","WASTEMUN","TOT","KG_CAP","A","2018",423.617,
